Lot URL,Lot/Inv #,Est. Retail value,Sale date,Year,Make,Model,Engine type,Cylinders,VIN,Title code,Odometer,Odometer description,Damage description,Current bid,My bid,Item number,Sale name,Auto grade,Sale light,Announcements
https://www.copart.com/lot/76737985/clean-title-2021-bmw-x7-m50i-oh-akron,76737985,0 USD,05/01/2026 03:00 pm GMT+1,2021,BMW,X7,4.4L  8,8,5UXCX6C08M9******,CERT OF TITLE-REPOSSESSION (P),"85,582 A",ACTUAL,MECHANICAL,"10,000 USD",0 USD,63,OH - AKRON,0,N/A,N/A
https://www.copart.com/lot/75857335/salvage-2013-hyundai-accent-gls-oh-akron,75857335,"4,136 USD",05/01/2026 03:00 pm GMT+1,2013,HYUN,ACCENT,1.6L  4,4,KMHCT4AE6DU******,CERT OF TITLE-SALVAGE,"128,143 A",ACTUAL,FRONT END,80 USD,0 USD,43,OH - AKRON,0,N/A,N/A
https://www.copart.com/lot/74630945/clean-title-2013-toyota-venza-le-oh-akron,74630945,0 USD,05/01/2026 03:00 pm GMT+1,2013,TOYT,VENZA,2.7L  4,4,4T3ZA3BB8DU******,CERTIFICATE OF TITLE (P),"209,540 A",ACTUAL,FRONT END,250 USD,0 USD,50,OH - AKRON,0,N/A,N/A
https://www.copart.com/lot/73918785/salvage-2005-toyota-corolla-ce-oh-akron,73918785,"2,900 USD",05/01/2026 03:00 pm GMT+1,2005,TOYT,COROLLA,1.8L 4,4,2T1BR32E35C******,CERT OF TITLE-SALVAGE,"215,453 N",NOT ACTUAL,MINOR DENT/SCRATCHES,300 USD,0 USD,78,OH - AKRON,0,N/A,N/A
https://www.copart.com/lot/73674635/salvage-2020-honda-cr-v-ex-oh-akron,73674635,"21,814 USD",05/01/2026 03:00 pm GMT+1,2020,HOND,CR-V,1.5L  4,4,2HKRW2H58LH******,CERT OF TITLE-SALVAGE,"56,650 A",ACTUAL,SIDE,"7,100 USD",0 USD,22,OH - AKRON,0,N/A,N/A
https://www.copart.com/lot/72856315/salvage-2015-honda-civic-hybrid-oh-akron,72856315,"6,619 USD",05/01/2026 03:00 pm GMT+1,2015,HOND,CIVIC,1.5L  4,4,19XFB4F21FE******,CERT OF TITLE-SALVAGE,"204,265 A",ACTUAL,FRONT END,100 USD,0 USD,49,OH - AKRON,0,N/A,N/A
https://www.copart.com/lot/72363565/clean-title-2017-peterbilt-579-semi-truck-oh-akron,72363565,0 USD,05/01/2026 03:00 pm GMT+1,2017,PTRB,579,12.9L  6,6,1XPBDP9X2HD******,CERTIFICATE OF TITLE,0 N,NOT ACTUAL,NORMAL WEAR,"2,050 USD",0 USD,851,OH - AKRON,0,N/A,N/A
https://www.copart.com/lot/51510546/salvage-2008-gmc-sierra-c1500-oh-akron,51510546,"8,800 USD",05/01/2026 03:00 pm GMT+1,2008,GMC,SIERRA,5.3L 8,8,1GTEC19018Z******,CERT OF TITLE-SALVAGE,"133,877 A",ACTUAL,FRONT END,300 USD,0 USD,81,OH - AKRON,0,N/A,N/A
https://www.copart.com/lot/51455776/clean-title-2014-honda-cr-v-exl-oh-akron,51455776,"1,500 USD",05/01/2026 03:00 pm GMT+1,2014,HOND,CR-V,2.4L 4,4,5J6RM4H72EL******,CERTIFICATE OF TITLE,"178,472 A",ACTUAL,MECHANICAL,225 USD,0 USD,64,OH - AKRON,0,N/A,N/A
https://www.copart.com/lot/51401426/salvage-2021-nissan-altima-s-oh-akron,51401426,"10,943 USD",05/01/2026 03:00 pm GMT+1,2021,NISS,ALTIMA,2.5L 4,4,1N4BL4BV5MN******,CERT OF TITLE-SALVAGE,"94,186 A",ACTUAL,HAIL,"1,450 USD",0 USD,38,OH - AKRON,0,N/A,N/A
https://www.copart.com/lot/51362786/clean-title-2013-honda-accord-touring-oh-akron,51362786,0 USD,05/01/2026 03:00 pm GMT+1,2013,HOND,ACCORD,3.5L 6,6,1HGCR3F95DA******,CERTIFICATE OF TITLE,"130,739 A",ACTUAL,FRONT END,250 USD,0 USD,31,OH - AKRON,0,N/A,N/A
https://www.copart.com/lot/51326226/salvage-2012-jeep-grand-cherokee-limited-oh-akron,51326226,"4,162 USD",05/01/2026 03:00 pm GMT+1,2012,JEP,GRAND CHEROKEE,3.6L 6,6,1C4RJEBG2CC******,CERT OF TITLE-SALVAGE,"211,208 A",ACTUAL,FRONT END,250 USD,0 USD,82,OH - AKRON,0,N/A,N/A
https://www.copart.com/lot/51252656/salvage-2015-fiat-500l-lounge-oh-akron,51252656,"8,559 USD",05/01/2026 03:00 pm GMT+1,2015,FIAT,500L,1.4L 4,4,ZFBCFACH7FZ******,CERT OF TITLE-SALVAGE,"110,520 A",ACTUAL,FRONT END,80 USD,0 USD,1116,OH - AKRON,0,N/A,N/A
https://www.copart.com/lot/51201236/clean-title-2019-freightliner-cascadia-125-semi-truck-oh-akron,51201236,"33,767 USD",05/01/2026 03:00 pm GMT+1,2019,FRHT,CASCADIA 125,12.8L 6,6,3AKJGEDV7KD******,CERTIFICATE OF TITLE,0 N,NOT ACTUAL,BURN,125 USD,0 USD,853,OH - AKRON,0,N/A,N/A
https://www.copart.com/lot/51147796/salvage-2016-bmw-x3-xdrive28i-oh-akron,51147796,"12,586 USD",05/01/2026 03:00 pm GMT+1,2016,BMW,X3,2.0L 4,4,5UXWX9C53G0******,CERT OF TITLE-SALVAGE,0 N,NOT ACTUAL,FRONT END,"2,850 USD",0 USD,1129,OH - AKRON,0,N/A,N/A
https://www.copart.com/lot/51142916/salvage-2017-jeep-compass-latitude-oh-akron,51142916,"4,584 USD",05/01/2026 03:00 pm GMT+1,2017,JEP,COMPASS,2.4L 4,4,1C4NJCEB6HD******,CERT OF TITLE-SALVAGE,"145,559 A",ACTUAL,MINOR DENT/SCRATCHES,90 USD,0 USD,89,OH - AKRON,0,N/A,N/A
https://www.copart.com/lot/51080496/clean-title-2018-kia-forte-lx-oh-akron,51080496,"9,625 USD",05/01/2026 03:00 pm GMT+1,2018,KIA,FORTE,2.0L 4,4,3KPFK4A78JE******,CERTIFICATE OF TITLE,"85,941 A",ACTUAL,SIDE,90 USD,0 USD,73,OH - AKRON,0,N/A,N/A
https://www.copart.com/lot/51072536/salvage-2003-saturn-l200-oh-akron,51072536,"2,594 USD",05/01/2026 03:00 pm GMT+1,2003,SATU,L200,2.2L 4,4,1G8JU54F73Y******,CERT OF TITLE-SALVAGE,"170,562 A",ACTUAL,FRONT END,80 USD,0 USD,87,OH - AKRON,0,N/A,N/A
https://www.copart.com/lot/51044596/clean-title-2008-niss-quest-3-5-oh-akron,51044596,0 USD,05/01/2026 03:00 pm GMT+1,2008,NISS,QUEST,3.5L 6,6,5N1BV28U88N******,CERTIFICATE OF TITLE,"143,624 A",ACTUAL,MINOR DENT/SCRATCHES,250 USD,0 USD,18,OH - AKRON,0,N/A,N/A
https://www.copart.com/lot/50986466/clean-title-2018-ford-escape-se-oh-akron,50986466,0 USD,05/01/2026 03:00 pm GMT+1,2018,FORD,ESCAPE,1.5L 4,4,1FMCU0GD3JU******,CERTIFICATE OF TITLE (P),"86,893 A",ACTUAL,MECHANICAL,0 USD,0 USD,1139,OH - AKRON,0,N/A,N/A
https://www.copart.com/lot/50950806/clean-title-2016-chevrolet-trax-ls-oh-akron,50950806,"6,825 USD",05/01/2026 03:00 pm GMT+1,2016,CHEV,TRAX,1.4L 4,4,3GNCJNSB0GL******,CERTIFICATE OF TITLE,"103,133 A",ACTUAL,MECHANICAL,80 USD,0 USD,23,OH - AKRON,0,N/A,N/A
https://www.copart.com/lot/50947616/clean-title-2014-chev-silverado-1500-oh-akron,50947616,"15,367 USD",05/01/2026 03:00 pm GMT+1,2014,CHEV,SILVERADO 1500,5.3L 8,8,1GCVKREC8EZ******,CERTIFICATE OF TITLE,"120,622 A",ACTUAL,MECHANICAL,90 USD,0 USD,59,OH - AKRON,0,N/A,N/A
https://www.copart.com/lot/50933206/salvage-2016-honda-odyssey-se-oh-akron,50933206,"14,432 USD",05/01/2026 03:00 pm GMT+1,2016,HOND,ODYSSEY,3.5L 6,6,5FNRL5H31GB******,CERT OF TITLE-SALVAGE,"97,336 A",ACTUAL,FRONT END,250 USD,0 USD,1108,OH - AKRON,0,N/A,N/A
https://www.copart.com/lot/50882356/clean-title-2011-toyota-prius-two-oh-akron,50882356,"1,900 USD",05/01/2026 03:00 pm GMT+1,2011,TOYT,PRIUS,1.8L 4,4,JTDKN3DUXB1******,CERTIFICATE OF TITLE,"79,830 A",ACTUAL,MINOR DENT/SCRATCHES,"3,350 USD",0 USD,65,OH - AKRON,0,N/A,N/A
https://www.copart.com/lot/50798936/salvage-2013-bmw-328-xi-sulev-oh-akron,50798936,"6,014 USD",05/01/2026 03:00 pm GMT+1,2013,BMW,328,2.0L 4,4,WBA3B5G56DN******,CERT OF TITLE-SALVAGE,"172,317 A",ACTUAL,HAIL,150 USD,0 USD,86,OH - AKRON,0,N/A,N/A
https://www.copart.com/lot/50789646/clean-title-2011-gmc-sierra-k1500-sle-oh-akron,50789646,"10,700 USD",05/01/2026 03:00 pm GMT+1,2011,GMC,SIERRA,5.3L 8,8,1GTR2VE37BZ******,CERTIFICATE OF TITLE,"198,705 A",ACTUAL,MECHANICAL,90 USD,0 USD,1144,OH - AKRON,0,N/A,N/A
https://www.copart.com/lot/50788656/salvage-2000-volkswagen-jetta-glx-oh-akron,50788656,"3,296 USD",05/01/2026 03:00 pm GMT+1,2000,VOLK,JETTA,2.8L 6,6,3VWTE29M8YM******,CERT OF TITLE-SALVAGE,0 N,NOT ACTUAL,BURN,80 USD,0 USD,1115,OH - AKRON,0,N/A,N/A
https://www.copart.com/lot/50785556/salvage-2023-ford-bronco-sport-oh-akron,50785556,"19,664 USD",05/01/2026 03:00 pm GMT+1,2023,FORD,BRONCO SPORT,1.5L 3,3,3FMCR9A69PR******,CERT OF TITLE-SALVAGE,"27,266 A",ACTUAL,FRONT END,100 USD,0 USD,79,OH - AKRON,0,N/A,N/A
https://www.copart.com/lot/50736116/salvage-2001-chevrolet-suburban-k1500-oh-akron,50736116,"4,738 USD",05/01/2026 03:00 pm GMT+1,2001,CHEV,SUBURBAN,5.3L 8,8,3GNFK16T21G******,CERT OF TITLE-SALVAGE,"175,566 A",ACTUAL,TOP/ROOF,90 USD,0 USD,40,OH - AKRON,0,N/A,N/A
https://www.copart.com/lot/50718466/salvage-2006-ford-f150-oh-akron,50718466,"7,022 USD",05/01/2026 03:00 pm GMT+1,2006,FORD,F150,4.2L 6,6,1FTRF12236N******,CERT OF TITLE-SALVAGE,"134,532 A",ACTUAL,FRONT END,90 USD,0 USD,75,OH - AKRON,0,N/A,N/A
https://www.copart.com/lot/50692036/salvage-2017-gmc-yukon-slt-oh-akron,50692036,"14,430 USD",05/01/2026 03:00 pm GMT+1,2017,GMC,YUKON,5.3L 8,8,1GKS2BKCXHR******,CERT OF TITLE-SALVAGE,"151,252 A",ACTUAL,FRONT END,400 USD,0 USD,25,OH - AKRON,0,N/A,N/A
https://www.copart.com/lot/50497856/salvage-2018-hyundai-santa-fe-sport-2-4l-oh-akron,50497856,"11,669 USD",05/01/2026 03:00 pm GMT+1,2018,HYUN,SANTA FE SPORT,2.4L 4,4,5NMZUDLB5JH******,CERT OF TITLE-SALVAGE,"92,692 A",ACTUAL,REAR END,825 USD,0 USD,2,OH - AKRON,0,N/A,N/A
https://www.copart.com/lot/50455036/clean-title-2018-audi-s5-prestige-oh-akron,50455036,0 USD,05/01/2026 03:00 pm GMT+1,2018,AUDI,S5,3.0L 6,6,WAUR4AF52JA******,CERT OF TITLE-REPOSSESSION (P),0 N,NOT ACTUAL,FRONT END,"5,000 USD",0 USD,51,OH - AKRON,0,N/A,N/A
https://www.copart.com/lot/50454896/clean-title-2017-honda-accord-lx-oh-akron,50454896,0 USD,05/01/2026 03:00 pm GMT+1,2017,HOND,ACCORD,2.4L 4,4,1HGCR2F31HA******,CERTIFICATE OF TITLE (P),"121,946 A",ACTUAL,FRONT END,"3,200 USD",0 USD,57,OH - AKRON,0,N/A,N/A
https://www.copart.com/lot/50443956/clean-title-2010-hyundai-santa-fe-gls-oh-akron,50443956,"4,758 USD",05/01/2026 03:00 pm GMT+1,2010,HYUN,SANTA FE,2.4L 4,4,5NMSG3AB3AH******,CERTIFICATE OF TITLE,"181,199 A",ACTUAL,MINOR DENT/SCRATCHES,200 USD,0 USD,61,OH - AKRON,0,N/A,N/A
https://www.copart.com/lot/50434156/salvage-2018-chevrolet-cruze-lt-oh-akron,50434156,"7,291 USD",05/01/2026 03:00 pm GMT+1,2018,CHEV,CRUZE,1.4L 4,4,3G1BE6SM5JS******,CERT OF TITLE-SALVAGE,"103,271 A",ACTUAL,HAIL,250 USD,0 USD,13,OH - AKRON,0,N/A,N/A
https://www.copart.com/lot/50281066/salvage-2025-toyota-gr-corolla-premium-plus-oh-akron,50281066,"39,398 USD",05/01/2026 03:00 pm GMT+1,2025,TOYT,GR COROLLA,1.6L 3,3,JTNABAAE2SA******,CERT OF TITLE-SALVAGE,"31,982 A",ACTUAL,HAIL,"10,300 USD",0 USD,30,OH - AKRON,0,N/A,N/A
https://www.copart.com/lot/50270026/clean-title-2016-kia-sorento-lx-v6-oh-akron,50270026,"2,000 USD",05/01/2026 03:00 pm GMT+1,2016,KIA,SORENTO,3.3L 6,6,5XYPG4A54GG******,CERTIFICATE OF TITLE,"129,153 A",ACTUAL,MECHANICAL,90 USD,0 USD,58,OH - AKRON,0,N/A,N/A
https://www.copart.com/lot/50261886/salvage-2015-nissan-altima-2-5-s-oh-akron,50261886,"2,773 USD",05/01/2026 03:00 pm GMT+1,2015,NISS,ALTIMA,2.5L 4,4,1N4AL3AP8FN******,CERT OF TITLE-SALVAGE,"215,744 A",ACTUAL,FRONT END,90 USD,0 USD,27,OH - AKRON,0,N/A,N/A
https://www.copart.com/lot/50248116/salvage-2013-chevrolet-malibu-2lt-oh-akron,50248116,"8,479 USD",05/01/2026 03:00 pm GMT+1,2013,CHEV,MALIBU,2.4L 4,4,1G11F5RR3DF******,CERT OF TITLE-SALVAGE,"33,044 A",ACTUAL,SIDE,250 USD,0 USD,88,OH - AKRON,0,N/A,N/A
https://www.copart.com/lot/50244676/clean-title-2015-ford-f150-supercrew-oh-akron,50244676,"14,400 USD",05/01/2026 03:00 pm GMT+1,2015,FORD,F150,3.5L 6,6,1FTEW1EG5FF******,CERTIFICATE OF TITLE,"133,889 A",ACTUAL,REAR END,90 USD,0 USD,4,OH - AKRON,0,N/A,N/A
https://www.copart.com/lot/50244646/clean-title-2016-hyundai-santa-fe-se-oh-akron,50244646,"9,100 USD",05/01/2026 03:00 pm GMT+1,2016,HYUN,SANTA FE,3.3L 6,6,KM8SMDHF6GU******,CERTIFICATE OF TITLE,"175,842 A",ACTUAL,MINOR DENT/SCRATCHES,0 USD,0 USD,14,OH - AKRON,0,N/A,N/A
https://www.copart.com/lot/50222536/clean-title-2015-jeep-renegade-trailhawk-oh-akron,50222536,0 USD,05/01/2026 03:00 pm GMT+1,2015,JEP,RENEGADE,2.4L 4,4,ZACCJBCTXFP******,CERTIFICATE OF TITLE (P),"113,282 A",ACTUAL,TOP/ROOF,200 USD,0 USD,70,OH - AKRON,0,N/A,N/A
https://www.copart.com/lot/50216806/clean-title-2016-bmw-x1-xdrive28i-oh-akron,50216806,0 USD,05/01/2026 03:00 pm GMT+1,2016,BMW,X1,2.0L 4,4,WBXHT3C36G5******,CERT OF TITLE-REBUILT SALVAGE (P),"98,589 A",ACTUAL,MINOR DENT/SCRATCHES,0 USD,0 USD,68,OH - AKRON,0,N/A,N/A
https://www.copart.com/lot/50170046/clean-title-2012-toyota-prius-two-oh-akron,50170046,"4,600 USD",05/01/2026 03:00 pm GMT+1,2012,TOYT,PRIUS,1.8L 4,4,JTDKN3DU2C5******,CERTIFICATE OF TITLE,"219,254 A",ACTUAL,REAR END,90 USD,0 USD,6,OH - AKRON,0,N/A,N/A
https://www.copart.com/lot/50155276/salvage-2014-kia-sedona-lx-oh-akron,50155276,"5,186 USD",05/01/2026 03:00 pm GMT+1,2014,KIA,SEDONA,3.5L 6,6,KNDMG4C75E6******,CERT OF TITLE-SALVAGE,0 N,NOT ACTUAL,SIDE,80 USD,0 USD,1141,OH - AKRON,0,N/A,N/A
https://www.copart.com/lot/50154946/salvage-2023-nissan-rogue-sv-oh-akron,50154946,"19,860 USD",05/01/2026 03:00 pm GMT+1,2023,NISS,ROGUE,1.5L 3,3,JN8BT3BB8PW******,CERT OF TITLE-SALVAGE,"29,748 A",ACTUAL,FRONT END,550 USD,0 USD,12,OH - AKRON,0,N/A,N/A
https://www.copart.com/lot/50150786/salvage-2016-jeep-cherokee-latitude-oh-akron,50150786,"4,331 USD",05/01/2026 03:00 pm GMT+1,2016,JEP,CHEROKEE,2.4L 4,4,1C4PJMCB2GW******,CERT OF TITLE-SALVAGE,"163,618 A",ACTUAL,FRONT END,80 USD,0 USD,1145,OH - AKRON,0,N/A,N/A
https://www.copart.com/lot/50116256/salvage-2009-volkswagen-new-beetle-s-oh-akron,50116256,"4,230 USD",05/01/2026 03:00 pm GMT+1,2009,VOLK,NEW BEETLE,2.5L 5,5,3VWPW31CX9M******,CERT OF TITLE-SALVAGE,"152,302 A",ACTUAL,MINOR DENT/SCRATCHES,90 USD,0 USD,1140,OH - AKRON,0,N/A,N/A
https://www.copart.com/lot/50071376/salvage-2013-gmc-sierra-k1500-sle-oh-akron,50071376,"11,802 USD",05/01/2026 03:00 pm GMT+1,2013,GMC,SIERRA,5.3L 8,8,3GTP2VE73DG******,CERT OF TITLE-SALVAGE,"150,678 A",ACTUAL,SIDE,775 USD,0 USD,84,OH - AKRON,0,N/A,N/A
https://www.copart.com/lot/49992866/salvage-2013-ford-f150-supercrew-oh-akron,49992866,"1,340 USD",05/01/2026 03:00 pm GMT+1,2013,FORD,F150,3.5L 6,6,1FTFW1ET1DF******,CERT OF TITLE-SALVAGE,"301,883 A",ACTUAL,FRONT END,90 USD,0 USD,66,OH - AKRON,0,N/A,N/A
https://www.copart.com/lot/49910726/salvage-2017-mazda-cx-9-grand-touring-oh-akron,49910726,"14,897 USD",05/01/2026 03:00 pm GMT+1,2017,MAZD,CX-9,2.5L 4,4,JM3TCBDY0H0******,CERT OF TITLE-SALVAGE,"112,687 A",ACTUAL,FRONT END,80 USD,0 USD,1120,OH - AKRON,0,N/A,N/A
https://www.copart.com/lot/49889376/salvage-2018-kia-stinger-gt2-oh-akron,49889376,"20,349 USD",05/01/2026 03:00 pm GMT+1,2018,KIA,STINGER,3.3L 6,6,KNAE55LC7J6******,CERT OF TITLE-SALVAGE,"73,119 A",ACTUAL,FRONT END,525 USD,0 USD,5,OH - AKRON,0,N/A,N/A
https://www.copart.com/lot/49859736/clean-title-2014-ford-focus-se-oh-akron,49859736,"1,950 USD",05/01/2026 03:00 pm GMT+1,2014,FORD,FOCUS,2.0L 4,4,1FADP3F22EL******,CERT OF TITLE-REBUILT SALVAGE,"78,963 A",ACTUAL,MECHANICAL,90 USD,0 USD,1118,OH - AKRON,0,N/A,N/A
https://www.copart.com/lot/49855206/clean-title-2014-chevrolet-equinox-lt-oh-akron,49855206,0 USD,05/01/2026 03:00 pm GMT+1,2014,CHEV,EQUINOX,2.4L 4,4,2GNALCEK3E6******,CERTIFICATE OF TITLE,"163,680 A",ACTUAL,FRONT END,90 USD,0 USD,62,OH - AKRON,0,N/A,N/A
https://www.copart.com/lot/49828276/clean-title-2014-jeep-cherokee-latitude-oh-akron,49828276,"7,128 USD",05/01/2026 03:00 pm GMT+1,2014,JEP,CHEROKEE,2.4L 4,4,1C4PJMCB2EW******,CERTIFICATE OF TITLE,"231,256 A",ACTUAL,REAR END,250 USD,0 USD,55,OH - AKRON,0,N/A,N/A
https://www.copart.com/lot/49827406/salvage-2006-honda-cr-v-lx-oh-akron,49827406,"4,666 USD",05/01/2026 03:00 pm GMT+1,2006,HOND,CR-V,2.4L 4,4,SHSRD68596U******,CERT OF TITLE-SALVAGE,"197,345 A",ACTUAL,FRONT END,250 USD,0 USD,77,OH - AKRON,0,N/A,N/A
https://www.copart.com/lot/49811386/salvage-2010-toyota-rav4-sport-oh-akron,49811386,"10,716 USD",05/01/2026 03:00 pm GMT+1,2010,TOYT,RAV4,2.5L 4,4,2T3RF4DVXAW******,CERT OF TITLE-SALVAGE,"78,416 A",ACTUAL,FRONT END,"1,850 USD",0 USD,42,OH - AKRON,0,N/A,N/A
https://www.copart.com/lot/49667256/salvage-2006-chevrolet-malibu-lt-oh-akron,49667256,"1,780 USD",05/01/2026 03:00 pm GMT+1,2006,CHEV,MALIBU,3.5L 6,6,1G1ZT53876F******,CERT OF TITLE-SALVAGE,"200,638 A",ACTUAL,REAR END,90 USD,0 USD,9,OH - AKRON,0,N/A,N/A
https://www.copart.com/lot/49641526/salvage-2014-toyota-prius-c-two-oh-akron,49641526,"4,495 USD",05/01/2026 03:00 pm GMT+1,2014,TOYT,PRIUS C,1.5L 4,4,JTDKDTB36E1******,CERT OF TITLE-SALVAGE,"203,682 A",ACTUAL,REAR END,90 USD,0 USD,47,OH - AKRON,0,N/A,N/A
https://www.copart.com/lot/49575986/clean-title-2018-nissan-versa-sv-oh-akron,49575986,"2,700 USD",05/01/2026 03:00 pm GMT+1,2018,NISS,VERSA,1.6L 4,4,3N1CN7AP1JL******,CERTIFICATE OF TITLE,"120,583 A",ACTUAL,MECHANICAL,90 USD,0 USD,1133,OH - AKRON,0,N/A,N/A
https://www.copart.com/lot/49560486/salvage-2017-cadillac-ats-oh-akron,49560486,"11,828 USD",05/01/2026 03:00 pm GMT+1,2017,CADI,ATS,2.0L 4,4,1G6AG1RX9H0******,CERT OF TITLE-SALVAGE,"87,075 A",ACTUAL,MECHANICAL,"1,200 USD",0 USD,20,OH - AKRON,0,N/A,N/A
https://www.copart.com/lot/49500566/clean-title-2013-volkswagen-passat-se-oh-akron,49500566,"3,500 USD",05/01/2026 03:00 pm GMT+1,2013,VOLK,PASSAT,2.0L 4,4,1VWBN7A32DC******,CERTIFICATE OF TITLE,"113,775 A",ACTUAL,MECHANICAL,90 USD,0 USD,1131,OH - AKRON,0,N/A,N/A
https://www.copart.com/lot/49496576/clean-title-2014-ford-expedition-el-xlt-oh-akron,49496576,"2,300 USD",05/01/2026 03:00 pm GMT+1,2014,FORD,EXPEDITION,5.4L 8,8,1FMJK1J50EE******,CERTIFICATE OF TITLE,"275,454 A",ACTUAL,MINOR DENT/SCRATCHES,90 USD,0 USD,72,OH - AKRON,0,N/A,N/A
